#{"t_start": 1637425520.1133301, "env_id": null}
r,l,t
-1023.898293,34,3775.380008
-14.295787,501,3779.852282
60.076024,501,3784.427152
58.627261,501,3788.966807
-1039.582819,22,3789.234541
14.652337,501,3793.826565
44.652091,501,3798.296193
-1040.004891,24,3798.578338
-986.057253,16,3798.804328
-40.094977,501,3803.303331
-35.599234,501,3807.805577
-1032.301378,31,3808.182437
-1032.363957,31,3808.529458
-992.627014,36,3808.92532
-169.895623,501,3813.418739
60.290349,501,3817.925738
58.131978,501,3822.462107
-1040.629011,26,3822.760101
45.242969,501,3827.239875
-1005.001466,40,3827.671523
57.430884,501,3832.147641
-1039.76426,25,3832.472771
-1027.923737,34,3832.862703
-28.527407,501,3837.328471
-1036.645513,28,3837.677245
-1022.95967,35,3838.076799
-1039.616551,22,3838.374625
-28.17592,501,3842.827679
-232.213197,501,3847.337942
59.044348,501,3851.8946
-1030.182036,33,3852.264371
25.147025,501,3856.779596
33.336819,501,3861.32229
-26.15406,501,3865.787598
58.955482,501,3870.297753
-1023.915154,34,3870.679092
13.196886,501,3875.20589
-1038.395781,20,3875.450845
59.063331,501,3879.946929
-119.77292,501,3884.529386
-995.490198,33,3884.900901
57.496108,501,3889.407674
-1040.097859,23,3889.680581
-1026.612475,33,3890.082994
40.182538,501,3894.620344
-1034.605128,19,3894.86578
-1030.611788,33,3895.241895
-1037.799089,26,3895.552892
59.078239,501,3900.052726
59.507199,501,3904.576744
59.228763,501,3909.095893
56.369157,501,3913.61143
-1029.230589,32,3913.973654
-111.917939,501,3918.519445
56.521638,501,3923.106588
-63.086344,501,3927.672262
45.263546,501,3932.190234
51.073763,501,3936.801631
-36.045279,501,3941.325475
-145.820342,501,3945.893273
-74.8014,501,3950.616431
59.054742,501,3955.189711
-1021.685225,35,3955.594944
56.712298,501,3960.083534
-996.810392,17,3960.336284
-1035.377872,18,3960.571863
-1027.177097,34,3960.974412
1.740875,501,3965.410033
-158.616795,501,3969.904886
-160.781952,501,3974.442652
-142.145843,501,3978.931512
-1002.574875,34,3979.319535
-987.262693,46,3979.835406
-58.808281,501,3984.290633
56.374546,501,3988.829664
-992.908533,34,3989.262715
-989.486681,13,3989.450861
46.032496,501,3993.946725
33.824899,501,3998.471717
-1036.102455,19,3998.736503
-27.682131,501,4003.293895
-1034.374309,32,4003.65834
-17.556149,501,4008.139269
-43.252322,501,4012.686482
-56.834568,501,4017.19952
57.265182,501,4021.679358
-1019.047152,16,4021.906302
-72.203893,501,4026.372658
-211.217692,501,4030.905245
-1013.527647,22,4031.185939
-1021.274549,35,4031.568924
-992.964489,20,4031.8208
-996.6358,36,4032.20337
-88.452717,501,4036.666884
-86.946555,501,4041.261412
-23.81927,501,4045.803947
59.937984,501,4050.297923
57.268696,501,4054.787449
59.351426,501,4059.361753
-987.743427,18,4059.63579
59.395316,501,4064.139404
57.128337,501,4068.736522
56.35008,501,4073.346621
-186.400287,501,4077.953555
57.908971,501,4082.467921
59.359814,501,4087.008311
59.426637,501,4091.51244
-115.531001,501,4096.088825
-1037.391637,19,4096.315641
26.681425,501,4100.768775
-98.63775,501,4105.281794
-101.337139,501,4109.801688
-12.06152,501,4114.301258
37.517003,501,4118.816223
-1039.52645,25,4119.105314
-1026.275705,33,4119.51325
-1034.746526,19,4119.743611
-1040.64587,22,4120.000319
38.745797,501,4124.511883
18.271081,501,4129.069417
-1038.873697,25,4129.377013
-1000.104799,33,4129.794797
-30.244738,501,4134.320382
-30.226245,501,4138.946572
-982.002,19,4139.191088
-1032.826503,31,4139.534611
58.405278,501,4144.029515
-1035.449216,31,4144.374802
60.020558,501,4148.889999
-47.14618,501,4153.443355
-1035.983051,28,4153.77467
-1021.991199,35,4154.167582
-1037.511388,27,4154.471101
-1037.777218,26,4154.826261
-1030.550591,32,4155.213346
56.022431,501,4159.772406
-3.471971,501,4164.325094
-0.212383,501,4168.920351
-1037.002618,19,4169.161181
58.912603,501,4173.676964
-20.500465,501,4178.253755
-1036.368812,19,4178.531093
-1021.487295,35,4178.910173
56.871794,501,4183.436805
-992.811677,37,4183.81613
-988.11626,18,4184.054301
-38.395844,501,4188.53342
-23.1081,501,4193.018663
-1039.181796,25,4193.328381
-1018.185232,44,4193.801214
-1035.845861,18,4194.044699
-103.879335,501,4198.601107
60.217515,501,4203.158723
-43.183382,501,4207.66947
-108.6508,501,4212.192393
-1020.596397,17,4212.417145
-999.72171,24,4212.72831
53.146806,501,4217.327084
-1042.817143,24,4217.616067
-117.593408,501,4222.149377
-1040.471231,22,4222.41143
-1019.55824,37,4222.812528
-1039.153097,22,4223.184204
57.685192,501,4227.681303
-50.725874,501,4232.228662
-1015.453472,35,4232.636318
-1041.005973,23,4232.909565
-209.059562,501,4237.359022
-161.230429,501,4241.854705
-1036.598072,28,4242.179947
-1031.619081,32,4242.556212
-1031.044933,32,4242.918536
-1036.458183,19,4243.155472
-100.818681,501,4247.629808
56.717079,501,4252.221039
14.123141,501,4256.686728
-1001.64479,47,4257.194676
55.661331,501,4261.751775
-990.864921,22,4262.019235
-243.777251,501,4266.594255
11.295161,501,4271.229011
50.730655,501,4275.774649
-989.502962,37,4276.174461
-1042.191138,23,4276.454986
59.464772,501,4280.980706
-995.573102,46,4281.475894
57.197126,501,4285.936907
-1041.6053,23,4286.247133
-1036.477366,19,4286.50421
-31.782563,501,4290.995671
-1028.682484,33,4291.366575
-1039.473188,21,4291.655956
-990.168416,35,4292.082807
-989.919344,42,4292.542116
-155.612606,501,4297.022407
-1006.904578,47,4297.516374
59.65418,501,4302.044182
-1031.844669,31,4302.399747
-1035.940223,31,4302.749408
15.129177,501,4307.220428
-1025.11051,34,4307.609987
-1037.471057,19,4307.860793
-1034.975785,32,4308.217852
-1038.726006,20,4308.47613
-1038.776825,21,4308.747717
-1037.850317,31,4309.087323
-155.36097,501,4313.538936
59.223606,501,4318.089786
-1037.977342,20,4318.350806
-123.240181,501,4322.947308
-195.987126,501,4327.454478
-990.421751,12,4327.61835
59.092442,501,4332.138766
-992.117484,34,4332.521064
58.495141,501,4337.056109
-1023.714933,34,4337.43959
58.236571,501,4341.927181
60.279771,501,4346.492551
-49.148079,501,4351.08349
-2.046428,501,4355.61963
-1037.461148,27,4355.918324
-227.248939,501,4360.417627
35.652124,501,4364.95627
47.222958,501,4369.491432
-1039.90356,21,4369.755863
-149.804776,501,4374.248424
-2.520952,501,4378.811428
57.381097,501,4383.365314
-1011.624862,35,4383.770122
-1030.846487,32,4384.148642
59.398003,501,4388.634458
22.324034,501,4393.135838
-1036.552788,18,4393.374173
-1038.697449,21,4393.640491
-1041.338878,23,4393.916016
-1036.919595,27,4394.219072
-1037.870863,19,4394.465132
-1023.171684,34,4394.82114
57.535117,501,4399.42336
40.970884,501,4403.976768
-274.670707,501,4408.513182
49.096289,501,4413.085206
-1038.446652,20,4413.409364
-987.103712,41,4413.835076
-1035.788697,30,4414.173436
-1036.737834,19,4414.41128
57.489702,501,4418.876211
-984.115823,21,4419.125771
15.849172,501,4423.621265
-987.940789,17,4423.839662
-90.313252,501,4428.305009
-1039.941154,26,4428.628491
-1022.370941,35,4429.006779
59.711862,501,4433.502169
-193.335355,501,4438.051997
-991.118991,33,4438.413431
-1035.461014,30,4438.749379
-1008.976666,12,4438.922197
-1035.67364,30,4439.25001
37.105639,501,4443.729145
-86.04111,501,4448.222154
-1039.112729,21,4448.48103
59.6348,501,4452.968661
-1035.243713,18,4453.212788
-96.574838,501,4457.720671
58.262272,501,4462.223323
-1037.569271,20,4462.475729
56.127162,501,4467.009902
-991.105176,40,4467.469352
54.154337,501,4471.956072
58.32697,501,4476.528429
59.931753,501,4480.987847
-1040.429871,23,4481.258682
-988.023942,16,4481.497452
-998.688072,38,4481.891228
29.122267,501,4486.327626
-1039.795746,24,4486.608954
-1000.121338,46,4487.084076
-84.427,501,4491.631437
-997.454905,24,4491.943427
-72.257128,501,4496.430022
43.293977,501,4500.946746
-1037.838778,20,4501.189744
-1031.742869,33,4501.572664
-1039.605241,21,4501.82636
-1032.487833,32,4502.17381
-1031.591276,32,4502.520133
-1027.66414,33,4502.876618
44.951043,501,4507.368125
47.184732,501,4511.876256
-69.345095,501,4516.292864
-1021.798789,35,4516.678928
-147.84954,501,4521.195378
-1.664046,501,4525.75812
-1040.248222,24,4526.041255
-1012.07147,21,4526.304513
-270.704867,501,4530.775253
-45.191095,501,4535.295928
-1037.645082,19,4535.540404
-15.368745,501,4540.140071
-1029.627832,32,4540.497311
55.91067,501,4545.124035
-1037.986006,20,4545.38969
-1037.032983,19,4545.632506
-1027.55951,33,4546.03653
-1022.445507,35,4546.450765
-165.267552,501,4551.033429
30.584558,501,4555.682261
57.475314,501,4560.347049
56.77267,501,4564.930815
-231.021922,501,4569.540086
-223.657118,501,4574.193713
57.694245,501,4578.925884
57.567936,501,4583.49018
-1010.634886,17,4583.722013
59.917448,501,4588.305907
-988.80265,38,4588.73723
59.815578,501,4593.337231
